code|description
72212412|servicios de desarrollo de software de elaboración de declaraciones fiscales
72212420|servicios de desarrollo de software de la gestión de instalaciones y "suite" de servicios de desarrollo de software
72212421|servicios de desarrollo de software de gestión de instalaciones
72212422|"suites" de servicios de desarrollo de software
72212430|servicios de desarrollo de software de gestión de inventarios
72212440|servicios de desarrollo de software de análisis financiero y contabilidad
72212441|servicios de desarrollo de software de análisis financiero
72212442|servicios de desarrollo de software de sistemas financieros
72212443|servicios de desarrollo de software de contabilidad
72212445|servicios de desarrollo de software de gestión de relaciones con el consumidor
72212450|servicios de desarrollo de software de contabilización del tiempo o recursos humanos
72212451|servicios de desarrollo de software de planificación de recursos empresariales
72212460|servicios de desarrollo de software analítico, científico, matemático o predictivo
72212461|servicios de desarrollo de software analítico o científico
72212462|servicios de desarrollo de software matemático o predictivo
72212463|servicios de desarrollo de software estadístico
72212470|servicios de desarrollo de software de subastas
72212480|servicios de desarrollo de software de ventas, mercadotecnia e inteligencia empresarial
72212481|servicios de desarrollo de software de ventas y mercadotecnia
72212482|servicios de desarrollo de software de inteligencia empresarial
72212490|servicios de desarrollo de software de contratación administrativa
72212500|servicios de desarrollo de software de comunicación y multimedia
72212510|servicios de desarrollo de software de comunicación
72212511|servicios de desarrollo de software de comunicaciones de escritorio
72212512|servicios de desarrollo de software de respuesta vocal interactiva
72212513|servicios de desarrollo de software de módem
72212514|servicios de desarrollo de software de acceso remoto
72212515|servicios de desarrollo de software de videoconferencia
72212516|servicios de desarrollo de software de intercambio
72212517|servicios de desarrollo de software de ti
72212518|servicios de desarrollo de software de emulación
72212519|servicios de desarrollo de software de gestión de memoria
72212520|servicios de desarrollo de software multimedia
72212521|servicios de desarrollo de software de edición de música o sonido
72212522|servicios de desarrollo de software de teclado virtual
72212600|servicios de desarrollo de software de bases de datos y de funcionamiento
72212610|servicios de desarrollo de software de bases de datos
72212620|servicios de desarrollo de software del sistema operativo de la unidad central
72212630|servicios de desarrollo de software de sistema operativo de miniordenador
72212640|servicios de desarrollo de software de sistema operativo de microordenador
72212650|servicios de desarrollo de software de sistema operativo de ordenador personal (pc)
72212660|servicios de desarrollo de software de agrupamiento
72212670|servicios de desarrollo de software de sistema operativo de tiempo real
72212700|utilidades de servicios de desarrollo de software
72212710|servicios de desarrollo de software de copia de seguridad o recuperación
72212720|servicios de desarrollo de software de código de barras
72212730|servicios de desarrollo de software de seguridad
72212731|servicios de desarrollo de software de seguridad de archivos
72212732|servicios de desarrollo de software de seguridad de datos
72212740|servicios de desarrollo de software de traducción de lenguas extranjeras
72212750|servicios de desarrollo de software de carga de medios de almacenamiento
72212760|servicios de desarrollo de software de protección antivirus
72212761|servicios de desarrollo de software antivirus
72212770|servicios de desarrollo de software de utilidades generales, de compresión y de impresión
72212771|servicios de desarrollo de software de utilidades generales
72212772|servicios de desarrollo de software de utilidades de impresión
72212780|servicios de desarrollo de software de gestión de sistemas, almacenamiento y contenido
72212781|servicios de desarrollo de software de gestión de sistemas
72212782|servicios de desarrollo de software de gestión de almacenamiento
72212783|servicios de desarrollo de software de gestión de contenido
72212790|servicios de desarrollo de software de comprobación de versiones
72212900|servicios de desarrollo de software y sistemas informáticos diversos
72212910|servicios de desarrollo de software de juegos informáticos, títulos para toda la familia y salvapantallas
72212911|servicios de desarrollo de software de juegos informáticos
72212920|servicios de desarrollo de software ofimático
72212930|servicios de desarrollo de software de formación y entretenimiento
72212931|servicios de desarrollo de software de formación
72212932|servicios de desarrollo de software de entretenimiento
72212940|servicios de desarrollo de software de diseños y calendario
72212941|servicios de desarrollo de software de diseños
72212942|servicios de desarrollo de software de calendario
72212960|servicios de desarrollo de software de controladores y sistemas
72212970|servicios de desarrollo de software para imprenta
72212971|servicios de desarrollo de software de elaboración de libretas de direcciones
72212972|servicios de desarrollo de software de elaboración de etiquetas
72212980|servicios de lenguajes de programación y de desarrollo de herramientas
72212981|servicios de desarrollo de software de compilación
72212982|servicios de desarrollo de software de gestión de la configuración
72212983|servicios de desarrollo de software de desarrollo
72212984|servicios de desarrollo de software de ensayo de programas
72212985|servicios de desarrollo de software de depuración
72212990|servicios de desarrollo de software de hoja de cálculo y mejora de hoja de cálculo
72212991|servicios de desarrollo de software de hoja de cálculo
72220000|servicios de consultoría en sistemas y consultoría técnica
72221000|servicios de consultoría en análisis empresarial
72222000|servicios de planificación y revisión estratégica de sistemas de información o de tecnología de la información
72222100|servicios de revisión estratégica de sistemas de información o de tecnología de la información
72222200|servicios de planificación de sistemas de información o de tecnología de la información
72222300|servicios de tecnología de la información
72223000|servicios de revisión de las exigencias de tecnología de la información
